Type,Origin_Region,Destination_Region,Total_Flow_Units,Optimal_Flow_Units,Non_Optimal_Flow_Units,Optimal_Flow_Percentage,Non_Optimal_Flow_Percentage
Billed Wt,AMD,AMD,0.0,0.0,0.0,0.0,0.0
Billed Wt,AMD,BBI,1013.2400000000001,349.79999999999995,663.4400000000002,34.52,65.48
Billed Wt,AMD,BLR,4397.600000000001,2605.16,1792.44,59.24,40.76
Billed Wt,AMD,CCU,3141.1999999999985,1439.56,1701.64,45.83,54.17
Billed Wt,AMD,CHE,2004.24,529.64,1474.6000000000001,26.43,73.57
Billed Wt,AMD,CJB,1025.5999999999997,319.4,706.1999999999997,31.14,68.86
Billed Wt,AMD,COK,1932.8799999999997,673.36,1259.5199999999998,34.84,65.16
Billed Wt,AMD,DDL,2002.5999999999995,740.36,1262.24,36.97,63.03
Billed Wt,AMD,GAU,911.2800000000002,89.52,821.7600000000001,9.82,90.18
Billed Wt,AMD,HHPT,2290.0000000000005,408.8,1881.2000000000005,17.85,82.15
Billed Wt,AMD,HYD,3516.5600000000004,1915.28,1601.2799999999997,54.46,45.54
Billed Wt,AMD,IDR,1113.12,309.68,803.4399999999998,27.82,72.18
Billed Wt,AMD,JAI,1465.1599999999999,479.8,985.3599999999999,32.75,67.25
Billed Wt,AMD,MUM,2746.079999999999,1187.2799999999997,1558.8000000000004,43.24,56.76
Billed Wt,AMD,NGP,737.4800000000001,98.76,638.7200000000001,13.39,86.61
Billed Wt,AMD,PAT,1019.0799999999999,84.16,934.92,8.26,91.74
Billed Wt,AMD,PNQ,2815.7599999999993,1273.2800000000002,1542.48,45.22,54.78
Billed Wt,AMD,UPT,2866.0000000000023,531.56,2334.440000000001,18.55,81.45
Billed Wt,AMD,VJA,2142.04,868.04,1273.9999999999995,40.52,59.48
Billed Wt,BBI,AMD,164.83999999999995,0.0,164.83999999999995,0.0,100.0
Billed Wt,BBI,BBI,0.0,0.0,0.0,0.0,0.0
Billed Wt,BBI,BLR,584.72,0.0,584.72,0.0,100.0
Billed Wt,BBI,CCU,1161.96,691.72,470.23999999999995,59.53,40.47
Billed Wt,BBI,CHE,254.04,0.0,254.04,0.0,100.0
Billed Wt,BBI,CJB,61.44,0.0,61.44,0.0,100.0
Billed Wt,BBI,COK,73.47999999999999,0.0,73.47999999999999,0.0,100.0
Billed Wt,BBI,DDL,333.91999999999996,0.0,333.91999999999996,0.0,100.0
Billed Wt,BBI,GAU,100.11999999999999,0.0,100.11999999999999,0.0,100.0
Billed Wt,BBI,HHPT,152.04000000000002,0.0,152.04000000000002,0.0,100.0
Billed Wt,BBI,HYD,290.5199999999999,0.0,290.5199999999999,0.0,100.0
Billed Wt,BBI,IDR,100.96000000000001,0.0,100.96000000000001,0.0,100.0
Billed Wt,BBI,JAI,137.16,0.0,137.16,0.0,100.0
Billed Wt,BBI,MUM,439.88000000000005,62.08,377.80000000000007,14.11,85.89
Billed Wt,BBI,NGP,118.72000000000001,0.0,118.72000000000001,0.0,100.0
Billed Wt,BBI,PAT,332.11999999999995,88.6,243.52000000000007,26.68,73.32
Billed Wt,BBI,PNQ,345.0,78.08,266.92,22.63,77.37
Billed Wt,BBI,UPT,207.51999999999995,0.0,207.51999999999995,0.0,100.0
Billed Wt,BBI,VJA,118.92,0.0,118.92,0.0,100.0
Billed Wt,BLR,AMD,1742.88,628.0,1114.8799999999999,36.03,63.97
Billed Wt,BLR,BBI,1108.4000000000003,140.76,967.6400000000002,12.7,87.3
Billed Wt,BLR,BLR,0.0,0.0,0.0,0.0,0.0
Billed Wt,BLR,CCU,2760.2799999999993,758.32,2001.9599999999998,27.47,72.53
Billed Wt,BLR,CHE,5532.919999999999,4286.240000000001,1246.6799999999998,77.47,22.53
Billed Wt,BLR,CJB,2530.3599999999997,1671.44,858.9200000000001,66.06,33.94
Billed Wt,BLR,COK,3488.6000000000004,1868.24,1620.3600000000001,53.55,46.45
Billed Wt,BLR,DDL,2270.48,687.4,1583.0800000000002,30.28,69.72
Billed Wt,BLR,GAU,945.0000000000003,91.12,853.8800000000002,9.64,90.36
Billed Wt,BLR,HHPT,1761.12,280.32,1480.8000000000004,15.92,84.08
Billed Wt,BLR,HYD,5931.319999999999,4492.76,1438.56,75.75,24.25
Billed Wt,BLR,IDR,836.5599999999997,0.0,836.5599999999997,0.0,100.0
Billed Wt,BLR,JAI,1380.9600000000005,372.76,1008.2,26.99,73.01
Billed Wt,BLR,MUM,4448.079999999999,2238.24,2209.8399999999997,50.32,49.68
Billed Wt,BLR,NGP,680.4,0.0,680.4,0.0,100.0
Billed Wt,BLR,PAT,899.1999999999998,0.0,899.1999999999998,0.0,100.0
Billed Wt,BLR,PNQ,4082.72,2606.0400000000004,1476.6799999999996,63.83,36.17
Billed Wt,BLR,UPT,2541.399999999999,352.16,2189.24,13.86,86.14
Billed Wt,BLR,VJA,3540.679999999999,2079.84,1460.84,58.74,41.26
Billed Wt,CCU,AMD,1611.9199999999996,345.56,1266.3599999999992,21.44,78.56
Billed Wt,CCU,BBI,5496.719999999999,4492.719999999999,1004.0000000000001,81.73,18.27
Billed Wt,CCU,BLR,3209.5600000000013,1651.8,1557.7599999999993,51.46,48.54
Billed Wt,CCU,CCU,0.0,0.0,0.0,0.0,0.0
Billed Wt,CCU,CHE,1384.2,131.6,1252.6,9.51,90.49
Billed Wt,CCU,CJB,528.7199999999999,0.0,528.7199999999999,0.0,100.0
Billed Wt,CCU,COK,941.5599999999996,0.0,941.5599999999996,0.0,100.0
Billed Wt,CCU,DDL,2277.3999999999996,883.3200000000002,1394.0800000000002,38.79,61.21
Billed Wt,CCU,GAU,4222.24,2671.4399999999996,1550.8,63.27,36.73
Billed Wt,CCU,HHPT,2337.68,870.0799999999999,1467.6000000000001,37.22,62.78
Billed Wt,CCU,HYD,1885.7599999999993,627.36,1258.3999999999994,33.27,66.73
Billed Wt,CCU,IDR,890.28,145.08,745.1999999999999,16.3,83.7
Billed Wt,CCU,JAI,1573.3999999999999,382.12,1191.28,24.29,75.71
Billed Wt,CCU,MUM,2817.56,721.52,2096.04,25.61,74.39
Billed Wt,CCU,NGP,1068.8,438.88,629.9200000000001,41.06,58.94
Billed Wt,CCU,PAT,3771.399999999999,2283.1199999999994,1488.2800000000002,60.54,39.46
Billed Wt,CCU,PNQ,2002.1200000000003,136.32,1865.8000000000002,6.81,93.19
Billed Wt,CCU,UPT,2580.0800000000004,583.4,1996.6800000000005,22.61,77.39
Billed Wt,CCU,VJA,997.2,150.64,846.5600000000001,15.11,84.89
Billed Wt,CHE,AMD,1074.6000000000004,70.60000000000001,1004.0000000000001,6.57,93.43
Billed Wt,CHE,BBI,715.9600000000002,309.08000000000004,406.88,43.17,56.83
Billed Wt,CHE,BLR,6613.120000000002,4619.6,1993.5200000000004,69.86,30.14
Billed Wt,CHE,CCU,1481.6,556.9200000000001,924.68,37.59,62.41
Billed Wt,CHE,CHE,0.0,0.0,0.0,0.0,0.0
Billed Wt,CHE,CJB,4140.0,3451.48,688.52,83.37,16.63
Billed Wt,CHE,COK,2862.080000000001,1672.1199999999997,1189.96,58.42,41.58
Billed Wt,CHE,DDL,945.0800000000002,0.0,945.0800000000002,0.0,100.0
Billed Wt,CHE,GAU,453.56,0.0,453.56,0.0,100.0
Billed Wt,CHE,HHPT,886.16,0.0,886.16,0.0,100.0
Billed Wt,CHE,HYD,3227.999999999999,1822.9999999999998,1405.0000000000002,56.47,43.53
Billed Wt,CHE,IDR,614.0799999999999,0.0,614.0799999999999,0.0,100.0
Billed Wt,CHE,JAI,825.4399999999998,0.0,825.4399999999998,0.0,100.0
Billed Wt,CHE,MUM,1923.4800000000005,211.28,1712.2000000000003,10.98,89.02
Billed Wt,CHE,NGP,426.79999999999995,0.0,426.79999999999995,0.0,100.0
Billed Wt,CHE,PAT,491.88000000000005,0.0,491.88000000000005,0.0,100.0
Billed Wt,CHE,PNQ,2051.0800000000004,484.1600000000001,1566.9200000000003,23.61,76.39
Billed Wt,CHE,UPT,1079.3999999999999,0.0,1079.3999999999999,0.0,100.0
Billed Wt,CHE,VJA,2984.64,1903.0,1081.6399999999999,63.76,36.24
Billed Wt,CJB,AMD,440.92,0.0,440.92,0.0,100.0
Billed Wt,CJB,BBI,129.51999999999995,0.0,129.51999999999995,0.0,100.0
Billed Wt,CJB,BLR,4288.52,2829.7999999999997,1458.72,65.99,34.01
Billed Wt,CJB,CCU,551.4800000000001,0.0,551.4800000000001,0.0,100.0
Billed Wt,CJB,CHE,4257.919999999999,3681.1999999999994,576.7199999999999,86.46,13.54
Billed Wt,CJB,CJB,0.0,0.0,0.0,0.0,0.0
Billed Wt,CJB,COK,1512.16,242.8,1269.3600000000001,16.06,83.94
Billed Wt,CJB,DDL,477.84000000000003,0.0,477.84000000000003,0.0,100.0
Billed Wt,CJB,GAU,138.76,0.0,138.76,0.0,100.0
Billed Wt,CJB,HHPT,364.11999999999983,66.76,297.3599999999999,18.33,81.67
Billed Wt,CJB,HYD,2104.72,824.24,1280.4799999999998,39.16,60.84
Billed Wt,CJB,IDR,148.72000000000003,0.0,148.72000000000003,0.0,100.0
Billed Wt,CJB,JAI,260.56000000000006,0.0,260.56000000000006,0.0,100.0
Billed Wt,CJB,MUM,1121.7599999999995,0.0,1121.7599999999995,0.0,100.0
Billed Wt,CJB,NGP,136.83999999999997,0.0,136.83999999999997,0.0,100.0
Billed Wt,CJB,PAT,155.68000000000004,0.0,155.68000000000004,0.0,100.0
Billed Wt,CJB,PNQ,670.9999999999999,0.0,670.9999999999999,0.0,100.0
Billed Wt,CJB,UPT,331.16000000000014,0.0,331.16000000000014,0.0,100.0
Billed Wt,CJB,VJA,1770.9200000000003,723.9200000000001,1047.0,40.88,59.12
Billed Wt,COK,AMD,377.20000000000005,0.0,377.20000000000005,0.0,100.0
Billed Wt,COK,BBI,144.83999999999997,0.0,144.83999999999997,0.0,100.0
Billed Wt,COK,BLR,3789.0400000000004,2503.1600000000003,1285.8799999999999,66.06,33.94
Billed Wt,COK,CCU,383.67999999999995,0.0,383.67999999999995,0.0,100.0
Billed Wt,COK,CHE,1972.9999999999995,1004.4,968.5999999999998,50.91,49.09
Billed Wt,COK,CJB,1210.2400000000002,544.84,665.4,45.02,54.98
Billed Wt,COK,COK,0.0,0.0,0.0,0.0,0.0
Billed Wt,COK,DDL,597.84,75.52,522.32,12.63,87.37
Billed Wt,COK,GAU,131.12,0.0,131.12,0.0,100.0
Billed Wt,COK,HHPT,229.88000000000002,0.0,229.88000000000002,0.0,100.0
Billed Wt,COK,HYD,930.6799999999998,87.4,843.2799999999999,9.39,90.61
Billed Wt,COK,IDR,110.76000000000002,0.0,110.76000000000002,0.0,100.0
Billed Wt,COK,JAI,183.67999999999998,0.0,183.67999999999998,0.0,100.0
Billed Wt,COK,MUM,1049.7600000000002,0.0,1049.7600000000002,0.0,100.0
Billed Wt,COK,NGP,89.96000000000001,0.0,89.96000000000001,0.0,100.0
Billed Wt,COK,PAT,70.19999999999999,0.0,70.19999999999999,0.0,100.0
Billed Wt,COK,PNQ,570.4000000000001,86.08,484.32000000000005,15.09,84.91
Billed Wt,COK,UPT,282.64000000000004,0.0,282.64000000000004,0.0,100.0
Billed Wt,COK,VJA,536.3599999999999,0.0,536.3599999999999,0.0,100.0
Billed Wt,DDL,AMD,6481.199999999999,3432.6400000000003,3048.5599999999995,52.96,47.04
Billed Wt,DDL,BBI,4432.04,1799.84,2632.2000000000003,40.61,59.39
Billed Wt,DDL,BLR,16299.68,11945.72,4353.96,73.29,26.71
Billed Wt,DDL,CCU,10600.919999999998,5764.720000000001,4836.200000000002,54.38,45.62
Billed Wt,DDL,CHE,6931.320000000001,3281.92,3649.4000000000005,47.35,52.65
Billed Wt,DDL,CJB,2718.7600000000007,575.4399999999999,2143.3199999999997,21.17,78.83
Billed Wt,DDL,COK,4810.799999999999,1790.8,3020.0,37.22,62.78
Billed Wt,DDL,DDL,0.0,0.0,0.0,0.0,0.0
Billed Wt,DDL,GAU,5117.3200000000015,1517.72,3599.5999999999995,29.66,70.34
Billed Wt,DDL,HHPT,19834.280000000002,16569.239999999998,3265.0399999999995,83.54,16.46
Billed Wt,DDL,HYD,8347.64,5012.68,3334.9599999999996,60.05,39.95
Billed Wt,DDL,IDR,4737.4,2004.28,2733.1200000000003,42.31,57.69
Billed Wt,DDL,JAI,10733.039999999999,8188.039999999999,2545.0,76.29,23.71
Billed Wt,DDL,MUM,13490.240000000003,11521.119999999999,1969.1200000000003,85.4,14.6
Billed Wt,DDL,NGP,3172.84,1513.96,1658.88,47.72,52.28
Billed Wt,DDL,PAT,5811.3200000000015,2350.16,3461.1600000000008,40.44,59.56
Billed Wt,DDL,PNQ,9513.199999999999,6024.28,3488.9199999999996,63.33,36.67
Billed Wt,DDL,UPT,24903.12,19478.799999999996,5424.320000000001,78.22,21.78
Billed Wt,DDL,VJA,4179.4800000000005,1262.04,2917.4399999999996,30.2,69.8
Billed Wt,GAU,AMD,56.68,0.0,56.68,0.0,100.0
Billed Wt,GAU,BBI,58.760000000000005,0.0,58.760000000000005,0.0,100.0
Billed Wt,GAU,BLR,239.43999999999994,0.0,239.43999999999994,0.0,100.0
Billed Wt,GAU,CCU,435.76000000000005,53.16,382.60000000000014,12.2,87.8
Billed Wt,GAU,CHE,74.6,0.0,74.6,0.0,100.0
Billed Wt,GAU,CJB,9.84,0.0,9.84,0.0,100.0
Billed Wt,GAU,COK,28.599999999999998,0.0,28.599999999999998,0.0,100.0
Billed Wt,GAU,DDL,204.07999999999996,0.0,204.07999999999996,0.0,100.0
Billed Wt,GAU,GAU,0.0,0.0,0.0,0.0,0.0
Billed Wt,GAU,HHPT,76.39999999999996,0.0,76.39999999999996,0.0,100.0
Billed Wt,GAU,HYD,101.76000000000002,0.0,101.76000000000002,0.0,100.0
Billed Wt,GAU,IDR,19.640000000000004,0.0,19.640000000000004,0.0,100.0
Billed Wt,GAU,JAI,74.99999999999999,0.0,74.99999999999999,0.0,100.0
Billed Wt,GAU,MUM,171.51999999999998,0.0,171.51999999999998,0.0,100.0
Billed Wt,GAU,NGP,16.68,0.0,16.68,0.0,100.0
Billed Wt,GAU,PAT,102.32,49.84,52.48,48.71,51.29
Billed Wt,GAU,PNQ,88.39999999999999,0.0,88.39999999999999,0.0,100.0
Billed Wt,GAU,UPT,109.19999999999999,0.0,109.19999999999999,0.0,100.0
Billed Wt,GAU,VJA,35.720000000000006,0.0,35.720000000000006,0.0,100.0
Billed Wt,HHPT,AMD,1703.6799999999996,544.04,1159.6400000000003,31.93,68.07
Billed Wt,HHPT,BBI,1265.9199999999998,413.32000000000005,852.5999999999998,32.65,67.35
Billed Wt,HHPT,BLR,3321.6,840.6400000000001,2480.96,25.31,74.69
Billed Wt,HHPT,CCU,2866.3999999999987,1186.9199999999998,1679.48,41.41,58.59
Billed Wt,HHPT,CHE,1462.8000000000004,0.0,1462.8000000000004,0.0,100.0
Billed Wt,HHPT,CJB,897.6800000000001,187.60000000000002,710.08,20.9,79.1
Billed Wt,HHPT,COK,1297.6399999999996,182.32,1115.32,14.05,85.95
Billed Wt,HHPT,DDL,5481.04,5079.84,401.20000000000005,92.68,7.32
Billed Wt,HHPT,GAU,1364.28,347.72,1016.5600000000001,25.49,74.51
Billed Wt,HHPT,HHPT,0.0,0.0,0.0,0.0,0.0
Billed Wt,HHPT,HYD,1816.28,190.12,1626.1599999999999,10.47,89.53
Billed Wt,HHPT,IDR,1075.8799999999999,255.16000000000003,820.7199999999999,23.72,76.28
Billed Wt,HHPT,JAI,2578.8799999999997,1158.52,1420.3599999999994,44.92,55.08
Billed Wt,HHPT,MUM,3260.16,1296.8799999999999,1963.2799999999995,39.78,60.22
Billed Wt,HHPT,NGP,798.6399999999999,127.8,670.8399999999999,16.0,84.0
Billed Wt,HHPT,PAT,1410.84,260.68,1150.1600000000003,18.48,81.52
Billed Wt,HHPT,PNQ,2351.480000000001,392.43999999999994,1959.0399999999993,16.69,83.31
Billed Wt,HHPT,UPT,6547.84,3677.32,2870.52,56.16,43.84
Billed Wt,HHPT,VJA,1041.8799999999999,116.2,925.6799999999997,11.15,88.85
Billed Wt,HYD,AMD,778.56,0.0,778.56,0.0,100.0
Billed Wt,HYD,BBI,661.8,174.6,487.20000000000005,26.38,73.62
Billed Wt,HYD,BLR,5321.840000000001,3367.64,1954.2000000000003,63.28,36.72
Billed Wt,HYD,CCU,1056.3600000000001,141.92000000000002,914.44,13.43,86.57
Billed Wt,HYD,CHE,2149.88,384.08000000000004,1765.8000000000002,17.87,82.13
Billed Wt,HYD,CJB,730.9599999999999,0.0,730.9599999999999,0.0,100.0
Billed Wt,HYD,COK,1013.84,0.0,1013.84,0.0,100.0
Billed Wt,HYD,DDL,1015.4000000000001,0.0,1015.4000000000001,0.0,100.0
Billed Wt,HYD,GAU,477.84000000000015,0.0,477.84000000000015,0.0,100.0
Billed Wt,HYD,HHPT,705.7600000000002,0.0,705.7600000000002,0.0,100.0
Billed Wt,HYD,HYD,0.0,0.0,0.0,0.0,0.0
Billed Wt,HYD,IDR,319.71999999999997,0.0,319.71999999999997,0.0,100.0
Billed Wt,HYD,JAI,537.76,0.0,537.76,0.0,100.0
Billed Wt,HYD,MUM,1943.2399999999998,140.28,1802.9599999999998,7.22,92.78
Billed Wt,HYD,NGP,385.03999999999996,0.0,385.03999999999996,0.0,100.0
Billed Wt,HYD,PAT,601.9600000000004,175.6,426.36,29.17,70.83
Billed Wt,HYD,PNQ,1639.96,153.92000000000002,1486.0400000000002,9.39,90.61
Billed Wt,HYD,UPT,1170.0399999999995,143.92000000000002,1026.12,12.3,87.7
Billed Wt,HYD,VJA,11566.8,10754.359999999999,812.44,92.98,7.02
Billed Wt,IDR,AMD,426.76,0.0,426.76,0.0,100.0
Billed Wt,IDR,BBI,187.39999999999992,0.0,187.39999999999992,0.0,100.0
Billed Wt,IDR,BLR,1129.7600000000002,186.2,943.5599999999998,16.48,83.52
Billed Wt,IDR,CCU,441.40000000000015,0.0,441.40000000000015,0.0,100.0
Billed Wt,IDR,CHE,526.2800000000002,0.0,526.2800000000002,0.0,100.0
Billed Wt,IDR,CJB,140.96,0.0,140.96,0.0,100.0
Billed Wt,IDR,COK,176.64000000000001,0.0,176.64000000000001,0.0,100.0
Billed Wt,IDR,DDL,649.8000000000001,0.0,649.8000000000001,0.0,100.0
Billed Wt,IDR,GAU,203.24000000000004,0.0,203.24000000000004,0.0,100.0
Billed Wt,IDR,HHPT,545.84,0.0,545.84,0.0,100.0
Billed Wt,IDR,HYD,504.31999999999994,68.64,435.67999999999995,13.61,86.39
Billed Wt,IDR,IDR,0.0,0.0,0.0,0.0,0.0
Billed Wt,IDR,JAI,470.08000000000015,135.2,334.8800000000001,28.76,71.24
Billed Wt,IDR,MUM,1144.96,310.6,834.3599999999998,27.13,72.87
Billed Wt,IDR,NGP,391.19999999999993,0.0,391.19999999999993,0.0,100.0
Billed Wt,IDR,PAT,247.19999999999996,0.0,247.19999999999996,0.0,100.0
Billed Wt,IDR,PNQ,783.2399999999998,68.56,714.68,8.75,91.25
Billed Wt,IDR,UPT,1264.2799999999993,480.79999999999995,783.4799999999998,38.03,61.97
Billed Wt,IDR,VJA,271.64,0.0,271.64,0.0,100.0
Billed Wt,JAI,AMD,1306.84,425.0,881.8399999999999,32.52,67.48
Billed Wt,JAI,BBI,614.32,94.76,519.5600000000001,15.43,84.57
