Type,Origin_Region,Destination_Region,Total_Flow_Units,Optimal_Flow_Units,Non_Optimal_Flow_Units,Optimal_Flow_Percentage,Non_Optimal_Flow_Percentage
Volume,CJB,PNQ,241.1600000000001,0.0,241.1600000000001,0.0,100.0
Volume,CJB,UPT,114.55999999999997,0.0,114.55999999999997,0.0,100.0
Volume,CJB,VJA,429.11999999999995,0.0,429.11999999999995,0.0,100.0
Volume,COK,AMD,161.6,0.0,161.6,0.0,100.0
Volume,COK,BBI,41.75999999999999,0.0,41.75999999999999,0.0,100.0
Volume,COK,BLR,1801.7600000000004,883.52,918.2399999999999,49.04,50.96
Volume,COK,CCU,118.32000000000004,0.0,118.32000000000004,0.0,100.0
Volume,COK,CHE,825.5600000000003,124.64,700.9200000000002,15.1,84.9
Volume,COK,CJB,717.4000000000001,295.44,421.96,41.18,58.82
Volume,COK,COK,0.0,0.0,0.0,0.0,0.0
Volume,COK,DDL,180.00000000000003,0.0,180.00000000000003,0.0,100.0
Volume,COK,GAU,50.11999999999997,0.0,50.11999999999997,0.0,100.0
Volume,COK,HHPT,84.12000000000002,0.0,84.12000000000002,0.0,100.0
Volume,COK,HYD,384.2000000000001,0.0,384.2000000000001,0.0,100.0
Volume,COK,IDR,48.599999999999994,0.0,48.599999999999994,0.0,100.0
Volume,COK,JAI,67.40000000000002,0.0,67.40000000000002,0.0,100.0
Volume,COK,MUM,441.52000000000015,0.0,441.52000000000015,0.0,100.0
Volume,COK,NGP,39.84000000000001,0.0,39.84000000000001,0.0,100.0
Volume,COK,PAT,29.839999999999982,0.0,29.839999999999982,0.0,100.0
Volume,COK,PNQ,202.95999999999992,0.0,202.95999999999992,0.0,100.0
Volume,COK,UPT,107.75999999999996,0.0,107.75999999999996,0.0,100.0
Volume,COK,VJA,222.95999999999998,0.0,222.95999999999998,0.0,100.0
Volume,DDL,AMD,2634.8800000000006,1635.24,999.64,62.06,37.94
Volume,DDL,BBI,1144.6799999999998,169.88,974.8000000000002,14.84,85.16
Volume,DDL,BLR,4922.68,3037.6400000000003,1885.0399999999997,61.71,38.29
Volume,DDL,CCU,2923.56,624.0,2299.5599999999995,21.34,78.66
Volume,DDL,CHE,1858.2,261.0,1597.1999999999998,14.05,85.95
Volume,DDL,CJB,815.8800000000001,105.68,710.1999999999999,12.95,87.05
Volume,DDL,COK,1684.5199999999995,102.44,1582.0799999999997,6.08,93.92
Volume,DDL,DDL,0.0,0.0,0.0,0.0,0.0
Volume,DDL,GAU,1232.8799999999994,343.6,889.2799999999997,27.87,72.13
Volume,DDL,HHPT,6337.039999999997,4631.880000000001,1705.1599999999996,73.09,26.91
Volume,DDL,HYD,2802.8799999999997,1200.48,1602.4,42.83,57.17
Volume,DDL,IDR,1399.96,419.36,980.6000000000001,29.96,70.04
Volume,DDL,JAI,3312.000000000001,1892.76,1419.2399999999998,57.15,42.85
Volume,DDL,MUM,5221.560000000003,4086.040000000001,1135.52,78.25,21.75
Volume,DDL,NGP,948.2800000000001,200.07999999999998,748.2000000000002,21.1,78.9
Volume,DDL,PAT,1482.88,399.08000000000004,1083.7999999999997,26.91,73.09
Volume,DDL,PNQ,3220.0399999999986,1849.96,1370.0800000000004,57.45,42.55
Volume,DDL,UPT,6967.799999999997,4349.04,2618.7599999999993,62.42,37.58
Volume,DDL,VJA,1273.4399999999996,244.04,1029.4,19.16,80.84
Volume,GAU,AMD,20.24,0.0,20.24,0.0,100.0
Volume,GAU,BBI,9.879999999999999,0.0,9.879999999999999,0.0,100.0
Volume,GAU,BLR,70.00000000000003,0.0,70.00000000000003,0.0,100.0
Volume,GAU,CCU,119.16000000000003,0.0,119.16000000000003,0.0,100.0
Volume,GAU,CHE,21.559999999999995,0.0,21.559999999999995,0.0,100.0
Volume,GAU,CJB,4.120000000000001,0.0,4.120000000000001,0.0,100.0
Volume,GAU,COK,7.480000000000002,0.0,7.480000000000002,0.0,100.0
Volume,GAU,DDL,59.0,0.0,59.0,0.0,100.0
Volume,GAU,GAU,0.0,0.0,0.0,0.0,0.0
Volume,GAU,HHPT,17.519999999999985,0.0,17.519999999999985,0.0,100.0
Volume,GAU,HYD,23.119999999999994,0.0,23.119999999999994,0.0,100.0
Volume,GAU,IDR,6.760000000000002,0.0,6.760000000000002,0.0,100.0
Volume,GAU,JAI,20.839999999999982,0.0,20.839999999999982,0.0,100.0
Volume,GAU,MUM,52.32,0.0,52.32,0.0,100.0
Volume,GAU,NGP,5.720000000000001,0.0,5.720000000000001,0.0,100.0
Volume,GAU,PAT,13.439999999999996,0.0,13.439999999999996,0.0,100.0
Volume,GAU,PNQ,26.15999999999999,0.0,26.15999999999999,0.0,100.0
Volume,GAU,UPT,23.559999999999988,0.0,23.559999999999988,0.0,100.0
Volume,GAU,VJA,5.6000000000000005,0.0,5.6000000000000005,0.0,100.0
Volume,HHPT,AMD,619.2800000000001,63.64,555.6399999999999,10.28,89.72
Volume,HHPT,BBI,266.84000000000003,0.0,266.84000000000003,0.0,100.0
Volume,HHPT,BLR,971.08,66.84,904.2399999999999,6.88,93.12
Volume,HHPT,CCU,727.72,0.0,727.72,0.0,100.0
Volume,HHPT,CHE,398.72,0.0,398.72,0.0,100.0
Volume,HHPT,CJB,229.56,0.0,229.56,0.0,100.0
Volume,HHPT,COK,420.07999999999987,0.0,420.07999999999987,0.0,100.0
Volume,HHPT,DDL,2188.6400000000003,1661.6800000000003,526.96,75.92,24.08
Volume,HHPT,GAU,283.36,0.0,283.36,0.0,100.0
Volume,HHPT,HHPT,0.0,0.0,0.0,0.0,0.0
Volume,HHPT,HYD,544.04,0.0,544.04,0.0,100.0
Volume,HHPT,IDR,333.55999999999995,0.0,333.55999999999995,0.0,100.0
Volume,HHPT,JAI,989.8399999999999,133.2,856.64,13.46,86.54
Volume,HHPT,MUM,1113.3600000000001,61.92,1051.4400000000003,5.56,94.44
Volume,HHPT,NGP,253.71999999999997,0.0,253.71999999999997,0.0,100.0
Volume,HHPT,PAT,319.03999999999996,0.0,319.03999999999996,0.0,100.0
Volume,HHPT,PNQ,762.6800000000001,58.0,704.68,7.6,92.4
Volume,HHPT,UPT,1895.1999999999996,494.04,1401.1599999999996,26.07,73.93
Volume,HHPT,VJA,259.08,0.0,259.08,0.0,100.0
Volume,HYD,AMD,245.00000000000003,0.0,245.00000000000003,0.0,100.0
Volume,HYD,BBI,176.76,0.0,176.76,0.0,100.0
Volume,HYD,BLR,1804.6399999999996,365.24,1439.3999999999996,20.24,79.76
Volume,HYD,CCU,297.08000000000004,0.0,297.08000000000004,0.0,100.0
Volume,HYD,CHE,701.08,0.0,701.08,0.0,100.0
Volume,HYD,CJB,236.76000000000002,0.0,236.76000000000002,0.0,100.0
Volume,HYD,COK,296.5599999999999,0.0,296.5599999999999,0.0,100.0
Volume,HYD,DDL,273.3999999999999,0.0,273.3999999999999,0.0,100.0
Volume,HYD,GAU,88.91999999999999,0.0,88.91999999999999,0.0,100.0
Volume,HYD,HHPT,209.48000000000005,0.0,209.48000000000005,0.0,100.0
Volume,HYD,HYD,0.0,0.0,0.0,0.0,0.0
Volume,HYD,IDR,101.96000000000002,0.0,101.96000000000002,0.0,100.0
Volume,HYD,JAI,158.56,0.0,158.56,0.0,100.0
Volume,HYD,MUM,636.4800000000004,0.0,636.4800000000004,0.0,100.0
Volume,HYD,NGP,114.19999999999999,0.0,114.19999999999999,0.0,100.0
Volume,HYD,PAT,100.19999999999997,0.0,100.19999999999997,0.0,100.0
Volume,HYD,PNQ,508.03999999999996,0.0,508.03999999999996,0.0,100.0
Volume,HYD,UPT,274.24000000000007,0.0,274.24000000000007,0.0,100.0
Volume,HYD,VJA,4642.92,3698.6800000000003,944.2400000000002,79.66,20.34
Volume,IDR,AMD,190.16000000000003,0.0,190.16000000000003,0.0,100.0
Volume,IDR,BBI,54.600000000000016,0.0,54.600000000000016,0.0,100.0
Volume,IDR,BLR,338.8000000000001,0.0,338.8000000000001,0.0,100.0
Volume,IDR,CCU,136.5600000000001,0.0,136.5600000000001,0.0,100.0
Volume,IDR,CHE,137.07999999999998,0.0,137.07999999999998,0.0,100.0
Volume,IDR,CJB,46.99999999999999,0.0,46.99999999999999,0.0,100.0
Volume,IDR,COK,63.76,0.0,63.76,0.0,100.0
Volume,IDR,DDL,240.56,0.0,240.56,0.0,100.0
Volume,IDR,GAU,39.75999999999999,0.0,39.75999999999999,0.0,100.0
Volume,IDR,HHPT,164.40000000000003,0.0,164.40000000000003,0.0,100.0
Volume,IDR,HYD,171.99999999999997,0.0,171.99999999999997,0.0,100.0
Volume,IDR,IDR,0.0,0.0,0.0,0.0,0.0
Volume,IDR,JAI,169.64000000000001,0.0,169.64000000000001,0.0,100.0
Volume,IDR,MUM,405.20000000000005,0.0,405.20000000000005,0.0,100.0
Volume,IDR,NGP,120.76000000000003,0.0,120.76000000000003,0.0,100.0
Volume,IDR,PAT,64.80000000000003,0.0,64.80000000000003,0.0,100.0
Volume,IDR,PNQ,277.15999999999997,28.24,248.92000000000007,10.19,89.81
Volume,IDR,UPT,302.8800000000001,72.92,229.96000000000004,24.08,75.92
Volume,IDR,VJA,68.99999999999999,0.0,68.99999999999999,0.0,100.0
Volume,JAI,AMD,664.0800000000002,209.64,454.4400000000001,31.57,68.43
Volume,JAI,BBI,234.56,0.0,234.56,0.0,100.0
Volume,JAI,BLR,1210.3999999999996,433.56000000000006,776.8400000000003,35.82,64.18
Volume,JAI,CCU,725.1199999999998,39.36,685.7599999999999,5.43,94.57
Volume,JAI,CHE,566.52,0.0,566.52,0.0,100.0
Volume,JAI,CJB,292.68,37.48,255.2,12.81,87.19
Volume,JAI,COK,594.04,72.32,521.7199999999999,12.17,87.83
Volume,JAI,DDL,988.0000000000001,353.2,634.8000000000001,35.75,64.25
Volume,JAI,GAU,226.72000000000008,0.0,226.72000000000008,0.0,100.0
Volume,JAI,HHPT,975.0000000000001,88.72,886.2800000000002,9.1,90.9
Volume,JAI,HYD,856.8000000000002,119.36,737.4400000000002,13.93,86.07
Volume,JAI,IDR,403.44,36.8,366.64,9.12,90.88
Volume,JAI,JAI,0.0,0.0,0.0,0.0,0.0
Volume,JAI,MUM,1227.64,337.15999999999997,890.48,27.46,72.54
Volume,JAI,NGP,262.47999999999996,0.0,262.47999999999996,0.0,100.0
Volume,JAI,PAT,298.4800000000001,0.0,298.4800000000001,0.0,100.0
Volume,JAI,PNQ,816.68,165.04,651.6399999999996,20.21,79.79
Volume,JAI,UPT,1049.3200000000004,115.47999999999999,933.8400000000003,11.01,88.99
Volume,JAI,VJA,412.04000000000013,0.0,412.04000000000013,0.0,100.0
Volume,MUM,AMD,1748.1600000000003,1028.9199999999998,719.2399999999997,58.86,41.14
Volume,MUM,BBI,577.3200000000002,0.0,577.3200000000002,0.0,100.0
Volume,MUM,BLR,2683.8399999999992,1565.4800000000002,1118.36,58.33,41.67
Volume,MUM,CCU,1582.9600000000005,109.03999999999999,1473.9200000000005,6.89,93.11
Volume,MUM,CHE,1113.9200000000003,123.32,990.5999999999999,11.07,88.93
Volume,MUM,CJB,561.7199999999999,80.16,481.56000000000006,14.27,85.73
Volume,MUM,COK,1228.0800000000002,225.96,1002.1200000000002,18.4,81.6
Volume,MUM,DDL,1460.2800000000004,569.24,891.0399999999998,38.98,61.02
Volume,MUM,GAU,486.4800000000002,72.64,413.8400000000002,14.93,85.07
Volume,MUM,HHPT,1312.96,213.92000000000002,1099.0399999999997,16.29,83.71
Volume,MUM,HYD,1567.9599999999998,598.52,969.4399999999998,38.17,61.83
Volume,MUM,IDR,870.3599999999999,363.88,506.4800000000001,41.81,58.19
Volume,MUM,JAI,939.9999999999999,56.64,883.36,6.03,93.97
Volume,MUM,MUM,0.0,0.0,0.0,0.0,0.0
Volume,MUM,NGP,701.8000000000001,259.6,442.20000000000005,36.99,63.01
Volume,MUM,PAT,605.76,0.0,605.76,0.0,100.0
Volume,MUM,PNQ,3132.6399999999994,1996.0400000000002,1136.6,63.72,36.28
Volume,MUM,UPT,1620.5599999999986,132.6,1487.9599999999994,8.18,91.82
Volume,MUM,VJA,775.2400000000002,71.76,703.4800000000002,9.26,90.74
Volume,NGP,AMD,72.48,0.0,72.48,0.0,100.0
Volume,NGP,BBI,37.079999999999984,0.0,37.079999999999984,0.0,100.0
Volume,NGP,BLR,149.2000000000001,0.0,149.2000000000001,0.0,100.0
Volume,NGP,CCU,62.83999999999998,0.0,62.83999999999998,0.0,100.0
Volume,NGP,CHE,55.35999999999999,0.0,55.35999999999999,0.0,100.0
Volume,NGP,CJB,19.440000000000005,0.0,19.440000000000005,0.0,100.0
Volume,NGP,COK,19.919999999999995,0.0,19.919999999999995,0.0,100.0
Volume,NGP,DDL,78.60000000000001,0.0,78.60000000000001,0.0,100.0
Volume,NGP,GAU,15.11999999999999,0.0,15.11999999999999,0.0,100.0
Volume,NGP,HHPT,55.439999999999976,0.0,55.439999999999976,0.0,100.0
Volume,NGP,HYD,73.63999999999999,0.0,73.63999999999999,0.0,100.0
Volume,NGP,IDR,64.55999999999999,0.0,64.55999999999999,0.0,100.0
Volume,NGP,JAI,40.83999999999998,0.0,40.83999999999998,0.0,100.0
Volume,NGP,MUM,221.31999999999988,0.0,221.31999999999988,0.0,100.0
Volume,NGP,NGP,0.0,0.0,0.0,0.0,0.0
Volume,NGP,PAT,24.96,0.0,24.96,0.0,100.0
Volume,NGP,PNQ,216.95999999999998,0.0,216.95999999999998,0.0,100.0
Volume,NGP,UPT,65.44,0.0,65.44,0.0,100.0
Volume,NGP,VJA,27.839999999999993,0.0,27.839999999999993,0.0,100.0
Volume,PAT,AMD,67.68000000000002,0.0,67.68000000000002,0.0,100.0
Volume,PAT,BBI,61.07999999999999,0.0,61.07999999999999,0.0,100.0
Volume,PAT,BLR,165.23999999999998,0.0,165.23999999999998,0.0,100.0
Volume,PAT,CCU,229.92000000000002,0.0,229.92000000000002,0.0,100.0
Volume,PAT,CHE,48.0,0.0,48.0,0.0,100.0
Volume,PAT,CJB,15.999999999999991,0.0,15.999999999999991,0.0,100.0
Volume,PAT,COK,37.479999999999976,0.0,37.479999999999976,0.0,100.0
Volume,PAT,DDL,145.8,0.0,145.8,0.0,100.0
Volume,PAT,GAU,31.24,0.0,31.24,0.0,100.0
Volume,PAT,HHPT,55.879999999999995,0.0,55.879999999999995,0.0,100.0
Volume,PAT,HYD,59.319999999999986,0.0,59.319999999999986,0.0,100.0
Volume,PAT,IDR,32.039999999999985,0.0,32.039999999999985,0.0,100.0
Volume,PAT,JAI,49.39999999999999,0.0,49.39999999999999,0.0,100.0
Volume,PAT,MUM,141.07999999999998,0.0,141.07999999999998,0.0,100.0
Volume,PAT,NGP,24.0,0.0,24.0,0.0,100.0
Volume,PAT,PAT,0.0,0.0,0.0,0.0,0.0
Volume,PAT,PNQ,92.60000000000005,0.0,92.60000000000005,0.0,100.0
Volume,PAT,UPT,93.23999999999998,0.0,93.23999999999998,0.0,100.0
Volume,PAT,VJA,18.0,0.0,18.0,0.0,100.0
Volume,PNQ,AMD,574.96,50.2,524.76,8.73,91.27
Volume,PNQ,BBI,196.76000000000005,0.0,196.76000000000005,0.0,100.0
Volume,PNQ,BLR,1208.7599999999993,230.35999999999999,978.4000000000001,19.06,80.94
Volume,PNQ,CCU,443.39999999999986,0.0,443.39999999999986,0.0,100.0
Volume,PNQ,CHE,411.96,0.0,411.96,0.0,100.0
Volume,PNQ,CJB,141.68000000000004,0.0,141.68000000000004,0.0,100.0
Volume,PNQ,COK,217.20000000000002,0.0,217.20000000000002,0.0,100.0
Volume,PNQ,DDL,518.9200000000001,0.0,518.9200000000001,0.0,100.0
Volume,PNQ,GAU,113.24000000000007,0.0,113.24000000000007,0.0,100.0
Volume,PNQ,HHPT,423.63999999999993,0.0,423.63999999999993,0.0,100.0
Volume,PNQ,HYD,540.28,0.0,540.28,0.0,100.0
Volume,PNQ,IDR,249.16000000000005,0.0,249.16000000000005,0.0,100.0
Volume,PNQ,JAI,338.2,0.0,338.2,0.0,100.0
Volume,PNQ,MUM,2155.5999999999995,1216.0799999999997,939.5199999999999,56.41,43.59
Volume,PNQ,NGP,413.8,133.68,280.12,32.31,67.69
Volume,PNQ,PAT,188.27999999999997,0.0,188.27999999999997,0.0,100.0
Volume,PNQ,PNQ,0.0,0.0,0.0,0.0,0.0
Volume,PNQ,UPT,518.4,0.0,518.4,0.0,100.0
Volume,PNQ,VJA,222.55999999999997,0.0,222.55999999999997,0.0,100.0
Volume,UPT,AMD,635.1599999999999,128.20000000000002,506.9600000000002,20.18,79.82
Volume,UPT,BBI,264.24000000000007,0.0,264.24000000000007,0.0,100.0
Volume,UPT,BLR,1155.8000000000002,275.32000000000005,880.4800000000006,23.82,76.18
Volume,UPT,CCU,734.4800000000001,0.0,734.4800000000001,0.0,100.0
Volume,UPT,CHE,521.24,52.64,468.6000000000001,10.1,89.9
Volume,UPT,CJB,193.40000000000003,0.0,193.40000000000003,0.0,100.0
Volume,UPT,COK,349.84,0.0,349.84,0.0,100.0
Volume,UPT,DDL,1736.6000000000004,1251.72,484.88,72.08,27.92
Volume,UPT,GAU,238.76000000000005,0.0,238.76000000000005,0.0,100.0
Volume,UPT,HHPT,1304.1200000000006,308.84,995.2799999999999,23.68,76.32
Volume,UPT,HYD,630.8799999999998,67.52000000000001,563.3599999999999,10.7,89.3
Volume,UPT,IDR,397.32000000000005,0.0,397.32000000000005,0.0,100.0
Volume,UPT,JAI,780.1199999999999,153.88,626.2400000000002,19.73,80.27
Volume,UPT,MUM,1209.84,299.84000000000003,910.0000000000007,24.78,75.22
Volume,UPT,NGP,249.48000000000002,0.0,249.48000000000002,0.0,100.0
Volume,UPT,PAT,406.32000000000005,0.0,406.32000000000005,0.0,100.0
Volume,UPT,PNQ,791.3599999999998,73.68,717.6799999999998,9.31,90.69
Volume,UPT,UPT,0.0,0.0,0.0,0.0,0.0
Volume,UPT,VJA,265.43999999999994,0.0,265.43999999999994,0.0,100.0
Volume,VJA,AMD,89.28000000000002,0.0,89.28000000000002,0.0,100.0
Volume,VJA,BBI,67.52,0.0,67.52,0.0,100.0
Volume,VJA,BLR,1085.0400000000002,171.2,913.8399999999998,15.78,84.22
Volume,VJA,CCU,74.72000000000004,0.0,74.72000000000004,0.0,100.0
Volume,VJA,CHE,535.8799999999999,0.0,535.8799999999999,0.0,100.0
Volume,VJA,CJB,125.16000000000003,0.0,125.16000000000003,0.0,100.0
Volume,VJA,COK,76.20000000000003,0.0,76.20000000000003,0.0,100.0
Volume,VJA,DDL,86.08,0.0,86.08,0.0,100.0
Volume,VJA,GAU,12.639999999999992,0.0,12.639999999999992,0.0,100.0
Volume,VJA,HHPT,37.43999999999999,0.0,37.43999999999999,0.0,100.0
Volume,VJA,HYD,4198.12,3222.399999999999,975.72,76.76,23.24
Volume,VJA,IDR,22.8,0.0,22.8,0.0,100.0
Volume,VJA,JAI,38.43999999999998,0.0,38.43999999999998,0.0,100.0
Volume,VJA,MUM,194.79999999999995,0.0,194.79999999999995,0.0,100.0
Volume,VJA,NGP,25.719999999999995,0.0,25.719999999999995,0.0,100.0
Volume,VJA,PAT,15.119999999999992,0.0,15.119999999999992,0.0,100.0
Volume,VJA,PNQ,125.47999999999998,0.0,125.47999999999998,0.0,100.0
Volume,VJA,UPT,49.91999999999999,0.0,49.91999999999999,0.0,100.0
Volume,VJA,VJA,0.0,0.0,0.0,0.0,0.0
